advertiser-role,available,brand,days-old,early-bird,id,neighbourhood,postcode,price-per-month,price-per-week,property-type,property-type-more,rooms-in-property,scp,status,title,type,error,date scraped
live out landlord, 8 Feb,bold,3,,4739801,Hornsey,N8,£730pcm,£169pw,flat,,2,,new,Double room in a beautiful 2 bed period flat,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,3,,3615251,Hither Green,SE13,£725pcm,£168pw,flat,,2,,new,Hither Green. en/suite room Free WIFI Priv L/lord,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,3,,11527375,West Hendon,NW9,£750 pcm,£174pw,flat,studio flat,1,Y,new,Studio Flat to Rent in Hendon,offered,False,2020-01-27 02:47:34.811272
live out landlord,8 Feb,featured,0,,12101119,Hendon Central,NW4,£724pcm,£167pw,house,,6,,new,Large double room in newly refurbished house,offered,False,2020-01-27 02:47:34.811272
current flatmate, 1 Mar,bold,3,,14522122,Balham,SW12,£725pcm,£168pw,house,,4,,new,Double Room in Great House ,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,3,,14469661,Seven Sisters,N15,£650- £850pcm,£150- £197pw,house,,5,,new,Brand New House 5 Rooms Victoria Line,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,3,,13810759,East Ham,E6,£750pcm,£174pw,house,,3,,new,Huge double room with ensuite ,offered,False,2020-01-27 02:47:34.811272
agent,14 Mar,bold,3,,9829675,Ealing,W5,£750pcm,£174pw,flat,,7,,new,Great Size Double Room,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,3,,13263268,Royal Docks,E16,£600- £750pcm,£139- £174pw,house,,3,,new,Newly Refurbished luxury 3 Bedrooms Royal Docks,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,3,,14482216,London SE13,SE13,£750pcm,£174pw,house,,4,,new,En Suite Double Room in lovely large house,offered,False,2020-01-27 02:47:34.811272
current flatmate,16 Mar,bold,3,,14498980,Greenwich,SE10,£750pcm,£174pw,flat,,2,,new,Spacious double room to rent in Greenwich,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,3,,12949735,London N15,N15,£650- £737pcm,£150- £170pw,flat,,5,,new,2 Spacious Double Rooms in Wood Green !!,offered,False,2020-01-27 02:47:34.811272
agent, 1 Feb,bold,3,,14439163,Docklands,E16,£730pcm,£169pw,flat,,4,,new,"***Lovely Double Room in Wards Wharf, E16",offered,False,2020-01-27 02:47:34.811272
agent,18 Feb,bold,4,,14508514,Neasden,NW2,£750 pcm,£174pw,flat,studio flat,1,Y,new,Studio - NW2 - Bills Included - *Clean,offered,False,2020-01-27 02:47:34.811272
current flatmate,1 Feb,featured,2,,8654170,Acton,W3,£745pcm,£172pw,house,,5,,new,Double bedroom with fortnightly cleaner ,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,4,,14334349,London SW16,SW16,£750pcm,£174pw,house,,3,,new,Spacious Double Room  Tooting/Furzedown ,offered,False,2020-01-27 02:47:34.811272
current flatmate, 1 Feb,bold,4,,14518267,Manor Park,E12,"£750- £1,150pcm",£174- £266pw,flat,,5,,new,"2 Rooms - Newly Renovated, Next to station & Park",offered,False,2020-01-27 02:47:34.811272
agent,11 Feb,bold,4,,14513845,Tottenham Hale,N17,£745pcm,£172pw,flat,,5,,new,// Room for Couple in Tottenham Hale,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,4,,14513836,Balham,SW12,£725pcm,£168pw,flat,,5,,new,Double Rooms in Balham ,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,4,,14513618,Ealing Common,W5,£694- £867pcm,£160- £200pw,flat,,3,,new,King Size & Double for Single - Ealing Common,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,4,,10580173,Hendon Central,NW4,£725pcm,£168pw,flat,,3,,new,Clean Spacious Double Room Homely Environment,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,4,,14513590,West Ealing,W13,£694- £824pcm,£160- £190pw,flat,,4,,new,Double & Double for Single Use- West Ealing,offered,False,2020-01-27 02:47:34.811272
agent, 2 Feb,bold,4,,14504797,Acton,W3,£750 pcm,£174pw,house,,1,Y,new,Freshly decorated Bedsit,offered,False,2020-01-27 02:47:34.811272
agent,18 Feb,bold,4,,14513236,Custom House,E16,£745pcm,£172pw,house,,4,,new,LARGE En-suite Bedroom in Four Bedroom House Share,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,4,,14513152,West Ealing,W13,£750- £800pcm,£174- £185pw,house,,6,,new,Two Rooms Available in Great House !,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,featured,1,,10197853,London SE7,SE7,£585- £759pcm,£135- £175pw,flat,,3,,new,Historical greenwich,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,4,,14439088,Walthamstow Central,E17,£450- £730pcm,£104- £169pw,house,,6,,new,***2 Rooms Coming Available in Walthamstow Central,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,4,,14478760,Blackhorse Road,E17,£750pcm,£174pw,house,,4,,new,3 Fresh Double Rooms Available in Walthamstow,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,5,,3820687,Custom House,E16,£740pcm,£171pw,house,,3,,new,LARGE Sunny Double room in house with HUGE garden!,offered,False,2020-01-27 02:47:34.811272
live in landlord, 1 Feb,bold,5,,12910999,London SW16,SW16,£750pcm,£174pw,flat,,2,,new,Beautiful Double Bedroom in Streatham,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,5,,14507743,Streatham Common,SW16,£750pcm,£174pw,flat,,3,,new,Beautiful double room stones throw from station,offered,False,2020-01-27 02:47:34.811272
current flatmate, 1 Feb,bold,5,,14433220,Tooting Bec,SW17,£750pcm,£174pw,flat,,2,,new,Double Room with Private Bathroom in Tooting Bec,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,5,,14506561,Tottenham,N17,£699- £775pcm,£162- £179pw,flat,,3,,new,Only £200 Depo Brand New 3 Bed Tottenham ,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,5,,11112217,Harlesden,NW10,£750pcm,£174pw,flat,,6,,new,Beautiful House and room,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,5,,14434927,London E17,E17,£750pcm,£174pw,flat,,4,,new,Good Room In Walthamstow ,offered,False,2020-01-27 02:47:34.811272
live in landlord, 1 Feb,bold,5,,14412973,Tooting Broadway,SW17,£740pcm,£171pw,flat,,2,,new,Room to Rent in Tooting Broadway,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,featured,0,,8188678,Putney Heath,SW15,£650- £737pcm,£150- £170pw,flat,,4,,new,SW15 5Ns-Lovely Double & Single Room-All Bills Inc,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,5,,5848228,London N15,N15,£725pcm,£168pw,house,,2,,new,Spacious room in restored Victorian house,offered,False,2020-01-27 02:47:34.811272
live out landlord,10 Feb,bold,6,,14460667,Streatham Hill,SW16,£750pcm,£174pw,flat,,2,,new,Double room in lovely flat in Streatham Hill,offered,False,2020-01-27 02:47:34.811272
former flatmate,10 Feb,bold,6,,14464591,Tooting Broadway,SW17,£750pcm,£174pw,flat,,2,,new,Spacious double room in modern flat ,offered,False,2020-01-27 02:47:34.811272
current flatmate,29 Feb,bold,6,,8658454,Balham,SW12,£740pcm,£171pw,flat,,2,,new,Double room in a bright and spacious garden flat!,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,6,,14503351,Southfields,SW18,£564- £802pcm,£130- £185pw,flat,,4,,new,04 Rooms Available in Southfields,offered,False,2020-01-27 02:47:34.811272
live in landlord,31 Jan,bold,6,,14428861,Brixton,SW2,£750pcm,£174pw,house,,4,,new,"Luxury,modern,spacious house double bed",offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,6,,14162956,Hanwell,W7,£750pcm,£174pw,house,,2,,new,House share in Hanwell,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,6,,10095220,South Wimbledon,SW19,£750pcm,£174pw,flat,,2,,new,"Quiet, clean house in South Wimbledon. ",offered,False,2020-01-27 02:47:34.811272
agent,16 Feb,bold,6,,12035443,Custom House,E16,"£2,600 pcm",£1pw,house,,4,Y,new,Four Bedroom House with Four Bathrooms!,offered,False,2020-01-27 02:47:34.811272
agent,20 Mar,bold,6,,11460160,Earlsfield,SW18,£750pcm,£174pw,flat,,2,,new,Pet Friendly 2 bed garden flat 5 Min to Earlsfield,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,6,,14498116,Harlesden,NW10,"£1,850 pcm",£1pw,flat,,3,Y,new,+++ Renovated £ Double Bedroom Flat +++,offered,False,2020-01-27 02:47:34.811272
current tenants,Available Now,bold,6,,9294484,London E11,E11,£750- £795pcm,£174- £184pw,house,,6,,new,Charming & Luxurious Victorian House Share ,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,6,,9877438,Muswell Hill,N10,£750pcm,£174pw,house,,5,,new,Central Muswell Hill ,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,6,,14405788,Acton,W3,£750pcm,£174pw,flat,,3,,new,Bright & Spacious Single Room with Balcony ,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,6,,3259356,Leyton,E10,£600- £795pcm,£139- £184pw,flat,,6,,new,Double and en-suite loft rooms in Victorian House,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,6,,12012913,Golders Green,NW11,£750pcm,£174pw,house,,4,,new,1 double room to let in Golders Green,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,7,,3331522,Hendon,NW4,£650- £800pcm,£150- £185pw,house,,4,,,Bright and spacious rooms (en-suite and db-room) ,offered,False,2020-01-27 02:47:34.811272
former flatmate,31 Jan,bold,7,,14423035,Seven Sisters,N15,£735pcm,£170pw,flat,,3,,,Huge room in friendly flat near Seven Sisters!,offered,False,2020-01-27 02:47:34.811272
current flatmate, 1 Feb,bold,7,,14463787,Ealing,W5,£750pcm,£174pw,house,,3,,,Large Double in South Ealing (£750 Bills Inc.),offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,7,,592349,Kew Gardens,TW9,£700- £750pcm,£162- £174pw,house,,6,,,Spacious bedroom / study in 6 bedroomed house,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,7,,14181928,Walthamstow,E17,£725pcm,£168pw,flat,,2,,,Room To Rent In Walthamstow,offered,False,2020-01-27 02:47:34.811272
agent,20 Feb,bold,8,,12872641,London SW17,SW17,£750pcm,£174pw,flat,,6,,,1 Double Room - Available NOW,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,9,,5921215,Hendon,NW4,£525- £725pcm,£122- £168pw,house,,4,,,Accommodation Available,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,9,,3811781,Plaistow,E13,£750pcm,£174pw,house,,4,,,Semi-studio. Double Bdrm + private lounge ,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,9,,12400597,East Finchley,N2,£720- £820pcm,£167- £190pw,flat,,3,,,Two bedroom furnished flat in East Finchley,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,9,,14103943,Streatham,SW16,£749pcm,£173pw,house,,5,,,"Private, En-suite, Double Room To Rent!",offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,10,,14475250,Neasden,NW10,£725pcm,£168pw,house,,6,,,New En-Suite Studio 3 Mins Walk to Neasden Tube,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,10,,14303416,Catford,SE6,£650- £750pcm,£150- £174pw,house,,8,,,Victorian Coversion,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,11,,8461372,Chiswick,W4,£725pcm,£168pw,flat,,2,,,Double room Chiswick 10 mins Gunnersbury,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,11,,14321389,Hendon,NW4,"£1,504pcm",£347 pw,flat,,2,Y,,Spacious 2 Bedroom Apartment High Ceilings ,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,11,,8788708,Leyton,E11,£737- £780pcm,£170- £180pw,flat,,6,,,2 Rooms in Leyton! Just Next to Central Line !,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,11,,14466679,Acton,W3,£550- £725pcm,£127- £168pw,house,,6,,,Beautiful Single/Double Room for Single in Acton,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,11,,14443336,West Ealing,W13,£700- £800pcm,£162- £185pw,house,,5,,,Three great rooms in need of new housemates,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,12,,14083237,Blackhorse Road,E17,"£1,450 pcm",£1pw,flat,,2,Y,,Delightful two bed flat Walthamstow,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,13,,11934676,Wimbledon,SW19,£750pcm,£174pw,house,,5,,,Exceptionally Large Double Room,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,13,,14207236,Docklands,E16,£725pcm,£168pw,flat,,2,,,Large Double Room for rent 5mins from DLR station,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,13,,14256301,Charlton,SE7,£750- £805pcm,£174- £186pw,flat,,5,,,Rooms To Rent - SE7,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,13,,13818109,Grove Park,W4,£750pcm,£174pw,house,,5,,,Large Double Room with en-suite ,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,13,,14294731,Charlton,SE7,£620- £750pcm,£144- £174pw,property,,5,,,12 minutes  walking to o2 and Greenwich university,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,14,,14448187,Leytonstone,E11,£680- £780pcm,£157- £180pw,house,,4,,,King sized ensuite loft room,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,15,,8897431,Walthamstow Central,E17,£725pcm,£168pw,house,,3,,,"Village - £725pcm (mon-sun) bills inc double ,",offered,False,2020-01-27 02:47:34.811272
current flatmate, 8 Feb,bold,16,,13959157,Streatham Hill,SW16,£722pcm,£167pw,flat,,4,,,Double Room in Friendly Streatham Hill Flatshare,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,16,,14302021,Mitcham,CR4,£750pcm,£174pw,house,,4,,,Lovely decorated DOUBLE in Colliers Wood ,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,16,,14146849,Sydenham,SE26,£750pcm,£174pw,house,,5,,,Double bedroom with separate reception room,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,17,,13575727,London NW11,NW11,£750pcm,£174pw,house,,4,,,Room in shared house in suburbs just off highSt,offered,False,2020-01-27 02:47:34.811272
live in landlord, 1 Feb,bold,18,,13756540,Hendon,NW4,£750pcm,£174pw,house,,3,,,Cosy Bedroom in a Friendly House,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,18,,10366045,Colliers Wood,SW19,£750pcm,£174pw,house,,5,,,Double Room in Semi Dettached House,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,18,,13213990,Leytonstone,E11,£750 pcm,£174pw,flat,studio flat,1,Y,,Spacious ground floor studio flat to rent ,offered,False,2020-01-27 02:47:34.811272
live out landlord,29 Feb,bold,20,,5683693,Balham,SW12,£745pcm,£172pw,house,,5,,,Great Double Room. 5 mins to Balham/Clapham South,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,bold,20,,13526992,Neasden,NW10,£750pcm,£174pw,flat,,2,,,Its new propertyRefurbished  ready to let in 2 mon,offered,False,2020-01-27 02:47:34.811272
agent,Available Now,bold,20,,12442195,Tooting Broadway,SW17,£725pcm,£168pw,flat,,3,,,Selection of Refurbished Rooms-Tooting Broadway,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,21,,12412714,London SW16,SW16,£720- £790pcm,£167- £183pw,flat,,3,,,2 Furnished Double Rooms inc Bills- Streatham Park,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,22,,14199841,Muswell Hill,N10,£750pcm,£174pw,flat,,2,,,Lovely double room in 2 bed flat,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,bold,23,,8144152,Balham,SW12,£750pcm,£174pw,flat,,3,,,2 Double Rooms in 3 Bedroom Maisonette,offered,False,2020-01-27 02:47:34.811272
live out landlord,31 Jan,bold,24,,747153,Acton,W3,£750pcm,£174pw,property,,3,,,Stunning home,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,24,,10352686,London SE23,SE23,£750pcm,£174pw,flat,,2,,,"Mon to Fri let in Central Forest Hill, LondonSE23 ",offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,bold,25,,14373697,Wimbledon,SW19,£750pcm,£174pw,flat,,2,,,"Double Rm, furnished, Wimb/South Wimb 11 mins walk",offered,False,2020-01-27 02:47:34.811272
live in landlord,31 Jan,free,0,Early Bird,4657545,London E15,E15,£649- £775pcm,£150- £179pw,house,,5,,new,"4 Rooms available in our house, Zone 2 (E15 area)",offered,False,2020-01-27 02:47:34.811272
current flatmate,24 Feb,free,0,Early Bird,14446582,Balham,SW12,£745pcm,£172pw,flat,,2,,new,Double Room in top floor to rent in Balham ,offered,False,2020-01-27 02:47:34.811272
live out landlord, 1 Mar,free,0,Early Bird,4150299,Streatham Common,SW16,£750pcm,£174pw,house,,5,,new,Beautiful Edwardian rooms - Streatham Common house,offered,False,2020-01-27 02:47:34.811272
agent, 1 Feb,free,0,Early Bird,13043368,Streatham,SW16,£750pcm,£174pw,house,,4,,new,Large Double Room in Streatham,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,free,0,Early Bird,13901251,Hendon Central,NW4,£750pcm,£174pw,flat,,2,,new,Two Large Double Bedrooms Hendon Central,offered,False,2020-01-27 02:47:34.811272
current flatmate,Available Now,free,0,Early Bird,14152204,Balham,SW12,£725pcm,£168pw,house,,4,,new,Double room available in Balham,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,free,0,Early Bird,14155417,London SE12,SE12,£750pcm,£174pw,house,,5,,new,Large Sunny Room with Private Bathroom,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,free,1,Early Bird,14378032,Chiswick,W4,£750pcm,£174pw,flat,,2,,new,Double Bedroom in Chiswick,offered,False,2020-01-27 02:47:34.811272
live in landlord,Available Now,free,1,Early Bird,14251771,Catford,SE6,£750pcm,£174pw,flat,,2,,new,Room to rent in peaceful Catford flat,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,free,1,Early Bird,14356621,Tooting Bec,SW17,£750- £800pcm,£174- £185pw,flat,,3,,new,Large double room available in Tooting Bec,offered,False,2020-01-27 02:47:34.811272
live out landlord,Available Now,free,2,Early Bird,14530069,South Wimbledon,SW19,£650- £824pcm,£150- £190pw,flat,,3,,new,"2 rooms available, 3 mins walk to South Wimbledon",offered,False,2020-01-27 02:47:34.811272
